movement_id,product_id,store_id,movement_type,qty_delta,reference_id,moved_at,note
IMV00000212,POS-PROD0005,POS003,Sale,-2.0,REC00000050,2025-02-23 11:09:44,Sold POS-PROD0005 via REC00000050
IMV00000213,POS-PROD0010,POS002,Stock In,35.0,PO0038,2025-02-24 01:59:44,New stock delivery for POS-PROD0010
IMV00000214,POS-PROD0020,POS003,Stock In,55.0,PO0039,2025-02-24 18:01:44,New stock delivery for POS-PROD0020
IMV00000215,POS-PROD0003,POS003,Sale,-2.0,REC00000050,2025-02-23 11:09:44,Sold POS-PROD0003 via REC00000050
IMV00000216,POS-PROD0011,POS003,Sale,-3.0,REC00000050,2025-02-23 11:09:44,Sold POS-PROD0011 via REC00000050
IMV00000217,POS-PROD0002,POS003,Sale,-3.0,REC00000050,2025-02-23 11:09:44,Sold POS-PROD0002 via REC00000050
IMV00000218,POS-PROD0006,POS003,Stock In,15.0,PO0040,2025-02-23 21:00:44,New stock delivery for POS-PROD0006
IMV00000219,POS-PROD0001,POS003,Sale,-3.0,REC00000050,2025-02-23 11:09:44,Sold POS-PROD0001 via REC00000050
IMV00000220,POS-PROD0016,POS003,Sale,-2.0,REC00000051,2025-02-17 00:55:56,Sold POS-PROD0016 via REC00000051
IMV00000221,POS-PROD0007,POS003,Sale,-3.0,REC00000052,2025-05-11 21:48:39,Sold POS-PROD0007 via REC00000052
IMV00000222,POS-PROD0008,POS003,Stock In,50.0,PO0041,2025-05-12 05:38:39,New stock delivery for POS-PROD0008
IMV00000223,POS-PROD0005,POS001,Stock In,10.0,PO0042,2025-05-12 14:09:39,New stock delivery for POS-PROD0005
IMV00000224,POS-PROD0020,POS001,Adjustment,2.0,ADJ0010,2025-05-13 04:27:39,Stock adjustment of POS-PROD0020
IMV00000225,POS-PROD0019,POS001,Stock In,65.0,PO0043,2025-05-13 21:29:39,New stock delivery for POS-PROD0019
IMV00000226,POS-PROD0011,POS003,Sale,-1.0,REC00000052,2025-05-11 21:48:39,Sold POS-PROD0011 via REC00000052
IMV00000227,POS-PROD0017,POS003,Sale,-2.0,REC00000052,2025-05-11 21:48:39,Sold POS-PROD0017 via REC00000052
IMV00000228,POS-PROD0009,POS003,Sale,-3.0,REC00000052,2025-05-11 21:48:39,Sold POS-PROD0009 via REC00000052
IMV00000229,POS-PROD0004,POS002,Stock In,40.0,PO0044,2025-05-12 03:58:39,New stock delivery for POS-PROD0004
IMV00000230,POS-PROD0017,POS002,Stock In,10.0,PO0045,2025-05-12 23:09:39,New stock delivery for POS-PROD0017
IMV00000231,POS-PROD0002,POS003,Sale,-2.0,REC00000052,2025-05-11 21:48:39,Sold POS-PROD0002 via REC00000052
IMV00000232,POS-PROD0015,POS001,Stock In,75.0,PO0046,2025-05-12 20:45:39,New stock delivery for POS-PROD0015
IMV00000233,POS-PROD0007,POS001,Sale,-1.0,REC00000053,2025-08-09 14:19:58,Sold POS-PROD0007 via REC00000053
IMV00000234,POS-PROD0014,POS001,Sale,-2.0,REC00000053,2025-08-09 14:19:58,Sold POS-PROD0014 via REC00000053
IMV00000235,POS-PROD0010,POS001,Sale,-3.0,REC00000054,2025-06-30 20:36:01,Sold POS-PROD0010 via REC00000054
IMV00000236,POS-PROD0015,POS003,Stock In,85.0,PO0047,2025-07-01 11:19:01,New stock delivery for POS-PROD0015
IMV00000237,POS-PROD0018,POS002,Stock In,30.0,PO0048,2025-07-02 03:41:01,New stock delivery for POS-PROD0018
IMV00000238,POS-PROD0001,POS001,Sale,-1.0,REC00000054,2025-06-30 20:36:01,Sold POS-PROD0001 via REC00000054
IMV00000239,POS-PROD0009,POS003,Stock In,80.0,PO0049,2025-07-01 18:09:01,New stock delivery for POS-PROD0009
IMV00000240,POS-PROD0014,POS001,Sale,-3.0,REC00000054,2025-06-30 20:36:01,Sold POS-PROD0014 via REC00000054
IMV00000241,POS-PROD0014,POS003,Sale,-1.0,REC00000055,2025-07-14 09:34:48,Sold POS-PROD0014 via REC00000055
IMV00000242,POS-PROD0008,POS002,Stock In,55.0,PO0050,2025-07-14 20:38:48,New stock delivery for POS-PROD0008
IMV00000243,POS-PROD0003,POS001,Stock In,25.0,PO0051,2025-07-15 04:41:48,New stock delivery for POS-PROD0003
IMV00000244,POS-PROD0018,POS003,Sale,-1.0,REC00000055,2025-07-14 09:34:48,Sold POS-PROD0018 via REC00000055
IMV00000245,POS-PROD0013,POS003,Sale,-2.0,REC00000056,2025-07-09 02:22:43,Sold POS-PROD0013 via REC00000056
IMV00000246,POS-PROD0014,POS003,Sale,-3.0,REC00000056,2025-07-09 02:22:43,Sold POS-PROD0014 via REC00000056
IMV00000247,POS-PROD0002,POS003,Sale,-3.0,REC00000056,2025-07-09 02:22:43,Sold POS-PROD0002 via REC00000056
IMV00000248,POS-PROD0008,POS003,Sale,-3.0,REC00000056,2025-07-09 02:22:43,Sold POS-PROD0008 via REC00000056
IMV00000249,POS-PROD0008,POS003,Sale,-2.0,REC00000057,2025-08-25 21:59:49,Sold POS-PROD0008 via REC00000057
IMV00000250,POS-PROD0017,POS003,Sale,-2.0,REC00000057,2025-08-25 21:59:49,Sold POS-PROD0017 via REC00000057
IMV00000251,POS-PROD0013,POS003,Stock In,5.0,PO0052,2025-08-26 17:48:49,New stock delivery for POS-PROD0013
IMV00000252,POS-PROD0019,POS003,Sale,-2.0,REC00000057,2025-08-25 21:59:49,Sold POS-PROD0019 via REC00000057
IMV00000253,POS-PROD0006,POS001,Sale,-3.0,REC00000058,2025-08-29 04:18:08,Sold POS-PROD0006 via REC00000058
IMV00000254,POS-PROD0004,POS001,Sale,-3.0,REC00000058,2025-08-29 04:18:08,Sold POS-PROD0004 via REC00000058
IMV00000255,POS-PROD0014,POS003,Stock In,90.0,PO0053,2025-08-30 01:03:08,New stock delivery for POS-PROD0014
IMV00000256,POS-PROD0016,POS001,Stock In,45.0,PO0054,2025-08-30 16:05:08,New stock delivery for POS-PROD0016
IMV00000257,POS-PROD0008,POS001,Sale,-1.0,REC00000058,2025-08-29 04:18:08,Sold POS-PROD0008 via REC00000058
IMV00000258,POS-PROD0014,POS002,Sale,-1.0,REC00000059,2024-10-07 23:46:01,Sold POS-PROD0014 via REC00000059
IMV00000259,POS-PROD0013,POS002,Sale,-2.0,REC00000059,2024-10-07 23:46:01,Sold POS-PROD0013 via REC00000059
IMV00000260,POS-PROD0006,POS002,Stock In,25.0,PO0055,2024-10-08 21:10:01,New stock delivery for POS-PROD0006
IMV00000261,POS-PROD0006,POS002,Sale,-1.0,REC00000059,2024-10-07 23:46:01,Sold POS-PROD0006 via REC00000059
IMV00000262,POS-PROD0019,POS003,Return,3.0,RTN0017,2024-10-08 00:51:01,Customer return POS-PROD0019
IMV00000263,POS-PROD0012,POS003,Sale,-2.0,REC00000060,2025-07-27 16:40:39,Sold POS-PROD0012 via REC00000060
IMV00000264,POS-PROD0007,POS003,Sale,-2.0,REC00000060,2025-07-27 16:40:39,Sold POS-PROD0007 via REC00000060
IMV00000265,POS-PROD0006,POS001,Stock In,45.0,PO0056,2025-07-28 05:46:39,New stock delivery for POS-PROD0006
IMV00000266,POS-PROD0002,POS003,Sale,-3.0,REC00000060,2025-07-27 16:40:39,Sold POS-PROD0002 via REC00000060
IMV00000267,POS-PROD0016,POS003,Sale,-3.0,REC00000060,2025-07-27 16:40:39,Sold POS-PROD0016 via REC00000060
IMV00000268,POS-PROD0013,POS001,Sale,-1.0,REC00000061,2025-04-22 00:04:36,Sold POS-PROD0013 via REC00000061
IMV00000269,POS-PROD0009,POS002,Stock In,45.0,PO0057,2025-04-22 03:01:36,New stock delivery for POS-PROD0009
IMV00000270,POS-PROD0020,POS001,Sale,-2.0,REC00000061,2025-04-22 00:04:36,Sold POS-PROD0020 via REC00000061
IMV00000271,POS-PROD0002,POS002,Stock In,40.0,PO0058,2025-04-22 22:25:36,New stock delivery for POS-PROD0002
IMV00000272,POS-PROD0001,POS001,Sale,-1.0,REC00000061,2025-04-22 00:04:36,Sold POS-PROD0001 via REC00000061
IMV00000273,POS-PROD0002,POS001,Adjustment,-2.0,ADJ0011,2025-04-22 07:02:36,Stock adjustment of POS-PROD0002
IMV00000274,POS-PROD0020,POS001,Stock In,40.0,PO0059,2025-04-22 11:30:36,New stock delivery for POS-PROD0020
IMV00000275,POS-PROD0014,POS001,Sale,-3.0,REC00000061,2025-04-22 00:04:36,Sold POS-PROD0014 via REC00000061
IMV00000276,POS-PROD0004,POS001,Sale,-3.0,REC00000061,2025-04-22 00:04:36,Sold POS-PROD0004 via REC00000061
IMV00000277,POS-PROD0015,POS003,Return,2.0,RTN0018,2025-04-22 12:49:36,Customer return POS-PROD0015
IMV00000278,POS-PROD0015,POS002,Sale,-2.0,REC00000062,2025-08-28 21:05:56,Sold POS-PROD0015 via REC00000062
IMV00000279,POS-PROD0018,POS002,Sale,-3.0,REC00000062,2025-08-28 21:05:56,Sold POS-PROD0018 via REC00000062
IMV00000280,POS-PROD0004,POS001,Stock In,50.0,PO0060,2025-08-29 00:56:56,New stock delivery for POS-PROD0004
IMV00000281,POS-PROD0016,POS002,Sale,-3.0,REC00000062,2025-08-28 21:05:56,Sold POS-PROD0016 via REC00000062
IMV00000282,POS-PROD0019,POS003,Return,2.0,RTN0019,2025-08-29 10:47:56,Customer return POS-PROD0019
IMV00000283,POS-PROD0007,POS001,Return,3.0,RTN0020,2025-08-30 10:31:56,Customer return POS-PROD0007
IMV00000284,POS-PROD0008,POS001,Stock In,50.0,PO0061,2025-08-31 10:02:56,New stock delivery for POS-PROD0008
IMV00000285,POS-PROD0014,POS003,Sale,-1.0,REC00000063,2024-10-13 12:24:11,Sold POS-PROD0014 via REC00000063
IMV00000286,POS-PROD0017,POS003,Sale,-3.0,REC00000063,2024-10-13 12:24:11,Sold POS-PROD0017 via REC00000063
IMV00000287,POS-PROD0002,POS002,Adjustment,3.0,ADJ0012,2024-10-14 03:11:11,Stock adjustment of POS-PROD0002
IMV00000288,POS-PROD0011,POS003,Sale,-3.0,REC00000063,2024-10-13 12:24:11,Sold POS-PROD0011 via REC00000063
IMV00000289,POS-PROD0009,POS003,Sale,-1.0,REC00000063,2024-10-13 12:24:11,Sold POS-PROD0009 via REC00000063
IMV00000290,POS-PROD0017,POS003,Sale,-2.0,REC00000064,2025-03-12 21:14:27,Sold POS-PROD0017 via REC00000064
IMV00000291,POS-PROD0012,POS003,Sale,-3.0,REC00000064,2025-03-12 21:14:27,Sold POS-PROD0012 via REC00000064
IMV00000292,POS-PROD0007,POS003,Sale,-2.0,REC00000064,2025-03-12 21:14:27,Sold POS-PROD0007 via REC00000064
IMV00000293,POS-PROD0016,POS003,Sale,-1.0,REC00000064,2025-03-12 21:14:27,Sold POS-PROD0016 via REC00000064
IMV00000294,POS-PROD0006,POS003,Sale,-3.0,REC00000064,2025-03-12 21:14:27,Sold POS-PROD0006 via REC00000064
IMV00000295,POS-PROD0002,POS001,Sale,-1.0,REC00000065,2025-06-11 23:58:48,Sold POS-PROD0002 via REC00000065
IMV00000296,POS-PROD0015,POS003,Stock In,25.0,PO0062,2025-06-12 14:59:48,New stock delivery for POS-PROD0015
IMV00000297,POS-PROD0011,POS001,Sale,-3.0,REC00000065,2025-06-11 23:58:48,Sold POS-PROD0011 via REC00000065
IMV00000298,POS-PROD0006,POS001,Sale,-3.0,REC00000065,2025-06-11 23:58:48,Sold POS-PROD0006 via REC00000065
IMV00000299,POS-PROD0020,POS001,Sale,-2.0,REC00000065,2025-06-11 23:58:48,Sold POS-PROD0020 via REC00000065
IMV00000300,POS-PROD0010,POS001,Sale,-3.0,REC00000065,2025-06-11 23:58:48,Sold POS-PROD0010 via REC00000065
IMV00000301,POS-PROD0016,POS002,Return,2.0,RTN0021,2025-06-12 20:21:48,Customer return POS-PROD0016
IMV00000302,POS-PROD0012,POS002,Sale,-2.0,REC00000066,2025-01-17 05:59:53,Sold POS-PROD0012 via REC00000066
IMV00000303,POS-PROD0003,POS002,Stock In,75.0,PO0063,2025-01-17 14:28:53,New stock delivery for POS-PROD0003
IMV00000304,POS-PROD0019,POS003,Stock In,65.0,PO0064,2025-01-18 02:06:53,New stock delivery for POS-PROD0019
IMV00000305,POS-PROD0012,POS002,Sale,-1.0,REC00000067,2025-08-28 12:40:03,Sold POS-PROD0012 via REC00000067
IMV00000306,POS-PROD0006,POS002,Stock In,35.0,PO0065,2025-08-29 00:56:03,New stock delivery for POS-PROD0006
IMV00000307,POS-PROD0011,POS002,Stock In,100.0,PO0066,2025-08-29 10:31:03,New stock delivery for POS-PROD0011
IMV00000308,POS-PROD0013,POS002,Sale,-2.0,REC00000067,2025-08-28 12:40:03,Sold POS-PROD0013 via REC00000067
IMV00000309,POS-PROD0013,POS002,Sale,-1.0,REC00000068,2025-08-29 05:37:34,Sold POS-PROD0013 via REC00000068
IMV00000310,POS-PROD0012,POS002,Sale,-1.0,REC00000068,2025-08-29 05:37:34,Sold POS-PROD0012 via REC00000068
IMV00000311,POS-PROD0019,POS002,Sale,-1.0,REC00000068,2025-08-29 05:37:34,Sold POS-PROD0019 via REC00000068
IMV00000312,POS-PROD0011,POS002,Sale,-1.0,REC00000068,2025-08-29 05:37:34,Sold POS-PROD0011 via REC00000068
IMV00000313,POS-PROD0018,POS002,Sale,-1.0,REC00000069,2025-02-09 10:59:29,Sold POS-PROD0018 via REC00000069
IMV00000314,POS-PROD0014,POS002,Sale,-3.0,REC00000069,2025-02-09 10:59:29,Sold POS-PROD0014 via REC00000069
IMV00000315,POS-PROD0017,POS002,Sale,-3.0,REC00000069,2025-02-09 10:59:29,Sold POS-PROD0017 via REC00000069
IMV00000316,POS-PROD0015,POS001,Stock In,15.0,PO0067,2025-02-09 21:11:29,New stock delivery for POS-PROD0015
IMV00000317,POS-PROD0017,POS003,Sale,-1.0,REC00000070,2025-07-31 10:00:35,Sold POS-PROD0017 via REC00000070
IMV00000318,POS-PROD0012,POS003,Sale,-3.0,REC00000070,2025-07-31 10:00:35,Sold POS-PROD0012 via REC00000070
IMV00000319,POS-PROD0015,POS003,Sale,-2.0,REC00000070,2025-07-31 10:00:35,Sold POS-PROD0015 via REC00000070
IMV00000320,POS-PROD0008,POS003,Sale,-3.0,REC00000070,2025-07-31 10:00:35,Sold POS-PROD0008 via REC00000070
IMV00000321,POS-PROD0006,POS003,Sale,-1.0,REC00000070,2025-07-31 10:00:35,Sold POS-PROD0006 via REC00000070
IMV00000322,POS-PROD0015,POS003,Sale,-1.0,REC00000071,2025-03-17 06:38:50,Sold POS-PROD0015 via REC00000071
IMV00000323,POS-PROD0009,POS003,Sale,-1.0,REC00000071,2025-03-17 06:38:50,Sold POS-PROD0009 via REC00000071
IMV00000324,POS-PROD0011,POS002,Stock In,75.0,PO0068,2025-03-17 16:02:50,New stock delivery for POS-PROD0011
IMV00000325,POS-PROD0019,POS003,Sale,-1.0,REC00000071,2025-03-17 06:38:50,Sold POS-PROD0019 via REC00000071
IMV00000326,POS-PROD0008,POS003,Sale,-3.0,REC00000071,2025-03-17 06:38:50,Sold POS-PROD0008 via REC00000071
IMV00000327,POS-PROD0011,POS001,Stock In,90.0,PO0069,2025-03-18 06:21:50,New stock delivery for POS-PROD0011
IMV00000328,POS-PROD0002,POS001,Sale,-1.0,REC00000072,2025-01-23 10:08:29,Sold POS-PROD0002 via REC00000072
IMV00000329,POS-PROD0020,POS001,Sale,-3.0,REC00000072,2025-01-23 10:08:29,Sold POS-PROD0020 via REC00000072
IMV00000330,POS-PROD0008,POS001,Sale,-2.0,REC00000072,2025-01-23 10:08:29,Sold POS-PROD0008 via REC00000072
IMV00000331,POS-PROD0017,POS003,Stock In,50.0,PO0070,2025-01-23 13:43:29,New stock delivery for POS-PROD0017
IMV00000332,POS-PROD0010,POS001,Stock In,60.0,PO0071,2025-01-23 20:00:29,New stock delivery for POS-PROD0010
IMV00000333,POS-PROD0007,POS001,Sale,-1.0,REC00000072,2025-01-23 10:08:29,Sold POS-PROD0007 via REC00000072
IMV00000334,POS-PROD0005,POS002,Stock In,10.0,PO0072,2025-01-23 12:09:29,New stock delivery for POS-PROD0005
IMV00000335,POS-PROD0009,POS001,Sale,-2.0,REC00000072,2025-01-23 10:08:29,Sold POS-PROD0009 via REC00000072
IMV00000336,POS-PROD0014,POS001,Sale,-2.0,REC00000073,2025-08-24 17:39:35,Sold POS-PROD0014 via REC00000073
IMV00000337,POS-PROD0002,POS001,Sale,-3.0,REC00000073,2025-08-24 17:39:35,Sold POS-PROD0002 via REC00000073
IMV00000338,POS-PROD0016,POS001,Stock In,5.0,PO0073,2025-08-25 13:24:35,New stock delivery for POS-PROD0016
IMV00000339,POS-PROD0009,POS001,Sale,-1.0,REC00000074,2025-03-18 17:32:51,Sold POS-PROD0009 via REC00000074
IMV00000340,POS-PROD0002,POS001,Sale,-3.0,REC00000074,2025-03-18 17:32:51,Sold POS-PROD0002 via REC00000074
IMV00000341,POS-PROD0016,POS001,Sale,-1.0,REC00000074,2025-03-18 17:32:51,Sold POS-PROD0016 via REC00000074
IMV00000342,POS-PROD0009,POS002,Adjustment,-4.0,ADJ0013,2025-03-18 19:55:51,Stock adjustment of POS-PROD0009
IMV00000343,POS-PROD0015,POS001,Sale,-2.0,REC00000074,2025-03-18 17:32:51,Sold POS-PROD0015 via REC00000074
IMV00000344,POS-PROD0017,POS003,Sale,-1.0,REC00000075,2025-08-28 02:39:47,Sold POS-PROD0017 via REC00000075
IMV00000345,POS-PROD0005,POS003,Sale,-2.0,REC00000075,2025-08-28 02:39:47,Sold POS-PROD0005 via REC00000075
IMV00000346,POS-PROD0010,POS003,Sale,-3.0,REC00000075,2025-08-28 02:39:47,Sold POS-PROD0010 via REC00000075
IMV00000347,POS-PROD0006,POS003,Sale,-3.0,REC00000075,2025-08-28 02:39:47,Sold POS-PROD0006 via REC00000075
IMV00000348,POS-PROD0003,POS001,Sale,-2.0,REC00000076,2025-06-19 21:47:44,Sold POS-PROD0003 via REC00000076
IMV00000349,POS-PROD0019,POS001,Sale,-2.0,REC00000076,2025-06-19 21:47:44,Sold POS-PROD0019 via REC00000076
IMV00000350,POS-PROD0004,POS003,Adjustment,1.0,ADJ0014,2025-06-20 18:38:44,Stock adjustment of POS-PROD0004
IMV00000351,POS-PROD0016,POS001,Sale,-3.0,REC00000076,2025-06-19 21:47:44,Sold POS-PROD0016 via REC00000076
IMV00000352,POS-PROD0009,POS001,Sale,-3.0,REC00000076,2025-06-19 21:47:44,Sold POS-PROD0009 via REC00000076
IMV00000353,POS-PROD0013,POS002,Stock In,75.0,PO0074,2025-06-20 08:05:44,New stock delivery for POS-PROD0013
IMV00000354,POS-PROD0014,POS002,Stock In,95.0,PO0075,2025-06-21 05:26:44,New stock delivery for POS-PROD0014
IMV00000355,POS-PROD0015,POS001,Sale,-1.0,REC00000077,2025-07-14 21:46:29,Sold POS-PROD0015 via REC00000077
IMV00000356,POS-PROD0004,POS001,Adjustment,5.0,ADJ0015,2025-07-15 05:08:29,Stock adjustment of POS-PROD0004
IMV00000357,POS-PROD0008,POS001,Sale,-3.0,REC00000077,2025-07-14 21:46:29,Sold POS-PROD0008 via REC00000077
IMV00000358,POS-PROD0015,POS003,Sale,-1.0,REC00000078,2025-06-17 08:50:07,Sold POS-PROD0015 via REC00000078
IMV00000359,POS-PROD0013,POS003,Sale,-3.0,REC00000078,2025-06-17 08:50:07,Sold POS-PROD0013 via REC00000078
IMV00000360,POS-PROD0019,POS003,Sale,-2.0,REC00000078,2025-06-17 08:50:07,Sold POS-PROD0019 via REC00000078
IMV00000361,POS-PROD0003,POS003,Sale,-3.0,REC00000079,2025-04-13 20:27:34,Sold POS-PROD0003 via REC00000079
IMV00000362,POS-PROD0009,POS003,Sale,-1.0,REC00000079,2025-04-13 20:27:34,Sold POS-PROD0009 via REC00000079
IMV00000363,POS-PROD0012,POS003,Sale,-3.0,REC00000079,2025-04-13 20:27:34,Sold POS-PROD0012 via REC00000079
IMV00000364,POS-PROD0009,POS002,Sale,-1.0,REC00000080,2025-08-28 05:36:31,Sold POS-PROD0009 via REC00000080
IMV00000365,POS-PROD0007,POS002,Sale,-2.0,REC00000080,2025-08-28 05:36:31,Sold POS-PROD0007 via REC00000080
IMV00000366,POS-PROD0019,POS002,Sale,-1.0,REC00000080,2025-08-28 05:36:31,Sold POS-PROD0019 via REC00000080
IMV00000367,POS-PROD0018,POS002,Sale,-1.0,REC00000080,2025-08-28 05:36:31,Sold POS-PROD0018 via REC00000080
IMV00000368,POS-PROD0003,POS003,Stock In,40.0,PO0076,2025-08-28 14:47:31,New stock delivery for POS-PROD0003
IMV00000369,POS-PROD0019,POS003,Stock In,35.0,PO0077,2025-08-29 05:27:31,New stock delivery for POS-PROD0019
IMV00000370,POS-PROD0010,POS002,Sale,-2.0,REC00000080,2025-08-28 05:36:31,Sold POS-PROD0010 via REC00000080
IMV00000371,POS-PROD0004,POS001,Sale,-1.0,REC00000081,2024-12-21 10:09:07,Sold POS-PROD0004 via REC00000081
IMV00000372,POS-PROD0020,POS001,Sale,-2.0,REC00000081,2024-12-21 10:09:07,Sold POS-PROD0020 via REC00000081
IMV00000373,POS-PROD0018,POS001,Sale,-1.0,REC00000081,2024-12-21 10:09:07,Sold POS-PROD0018 via REC00000081
IMV00000374,POS-PROD0003,POS001,Sale,-1.0,REC00000081,2024-12-21 10:09:07,Sold POS-PROD0003 via REC00000081
IMV00000375,POS-PROD0014,POS001,Sale,-2.0,REC00000081,2024-12-21 10:09:07,Sold POS-PROD0014 via REC00000081
IMV00000376,POS-PROD0020,POS003,Stock In,95.0,PO0078,2024-12-21 20:10:07,New stock delivery for POS-PROD0020
IMV00000377,POS-PROD0002,POS002,Sale,-1.0,REC00000082,2025-08-13 06:34:38,Sold POS-PROD0002 via REC00000082
IMV00000378,POS-PROD0018,POS002,Sale,-2.0,REC00000082,2025-08-13 06:34:38,Sold POS-PROD0018 via REC00000082
IMV00000379,POS-PROD0010,POS002,Sale,-1.0,REC00000082,2025-08-13 06:34:38,Sold POS-PROD0010 via REC00000082
IMV00000380,POS-PROD0008,POS002,Sale,-2.0,REC00000083,2025-08-21 11:39:39,Sold POS-PROD0008 via REC00000083
IMV00000381,POS-PROD0002,POS002,Sale,-1.0,REC00000083,2025-08-21 11:39:39,Sold POS-PROD0002 via REC00000083
IMV00000382,POS-PROD0013,POS002,Sale,-2.0,REC00000083,2025-08-21 11:39:39,Sold POS-PROD0013 via REC00000083
IMV00000383,POS-PROD0006,POS002,Sale,-1.0,REC00000083,2025-08-21 11:39:39,Sold POS-PROD0006 via REC00000083
IMV00000384,POS-PROD0020,POS002,Sale,-2.0,REC00000083,2025-08-21 11:39:39,Sold POS-PROD0020 via REC00000083
IMV00000385,POS-PROD0011,POS003,Stock In,45.0,PO0079,2025-08-21 12:41:39,New stock delivery for POS-PROD0011
IMV00000386,POS-PROD0010,POS003,Sale,-2.0,REC00000084,2025-08-25 10:40:17,Sold POS-PROD0010 via REC00000084
IMV00000387,POS-PROD0019,POS003,Adjustment,-5.0,ADJ0016,2025-08-26 09:46:17,Stock adjustment of POS-PROD0019
IMV00000388,POS-PROD0019,POS001,Stock In,30.0,PO0080,2025-08-27 01:59:17,New stock delivery for POS-PROD0019
IMV00000389,POS-PROD0018,POS003,Sale,-3.0,REC00000085,2025-04-12 00:31:36,Sold POS-PROD0018 via REC00000085
IMV00000390,POS-PROD0011,POS002,Sale,-1.0,REC00000086,2025-08-25 19:14:14,Sold POS-PROD0011 via REC00000086
IMV00000391,POS-PROD0015,POS002,Sale,-1.0,REC00000086,2025-08-25 19:14:14,Sold POS-PROD0015 via REC00000086
IMV00000392,POS-PROD0014,POS003,Adjustment,2.0,ADJ0017,2025-08-25 22:30:14,Stock adjustment of POS-PROD0014
IMV00000393,POS-PROD0020,POS002,Sale,-1.0,REC00000086,2025-08-25 19:14:14,Sold POS-PROD0020 via REC00000086
IMV00000394,POS-PROD0003,POS002,Sale,-3.0,REC00000087,2025-02-24 18:20:12,Sold POS-PROD0003 via REC00000087
IMV00000395,POS-PROD0005,POS002,Sale,-1.0,REC00000087,2025-02-24 18:20:12,Sold POS-PROD0005 via REC00000087
IMV00000396,POS-PROD0017,POS002,Sale,-3.0,REC00000087,2025-02-24 18:20:12,Sold POS-PROD0017 via REC00000087
IMV00000397,POS-PROD0004,POS002,Sale,-2.0,REC00000087,2025-02-24 18:20:12,Sold POS-PROD0004 via REC00000087
IMV00000398,POS-PROD0001,POS003,Sale,-1.0,REC00000088,2025-07-08 04:07:27,Sold POS-PROD0001 via REC00000088
IMV00000399,POS-PROD0011,POS003,Sale,-1.0,REC00000088,2025-07-08 04:07:27,Sold POS-PROD0011 via REC00000088
IMV00000400,POS-PROD0018,POS003,Sale,-1.0,REC00000088,2025-07-08 04:07:27,Sold POS-PROD0018 via REC00000088
IMV00000401,POS-PROD0010,POS003,Sale,-2.0,REC00000088,2025-07-08 04:07:27,Sold POS-PROD0010 via REC00000088
IMV00000402,POS-PROD0002,POS002,Stock In,15.0,PO0081,2025-07-08 15:01:27,New stock delivery for POS-PROD0002
IMV00000403,POS-PROD0009,POS003,Sale,-1.0,REC00000088,2025-07-08 04:07:27,Sold POS-PROD0009 via REC00000088
IMV00000404,POS-PROD0005,POS001,Sale,-3.0,REC00000089,2025-06-24 04:30:43,Sold POS-PROD0005 via REC00000089
IMV00000405,POS-PROD0017,POS001,Stock In,90.0,PO0082,2025-06-24 20:26:43,New stock delivery for POS-PROD0017
IMV00000406,POS-PROD0007,POS001,Sale,-3.0,REC00000089,2025-06-24 04:30:43,Sold POS-PROD0007 via REC00000089
IMV00000407,POS-PROD0015,POS001,Sale,-2.0,REC00000090,2025-01-24 17:19:25,Sold POS-PROD0015 via REC00000090
IMV00000408,POS-PROD0009,POS001,Sale,-1.0,REC00000090,2025-01-24 17:19:25,Sold POS-PROD0009 via REC00000090
IMV00000409,POS-PROD0015,POS001,Stock In,35.0,PO0083,2025-01-25 02:35:25,New stock delivery for POS-PROD0015
IMV00000410,POS-PROD0006,POS001,Sale,-2.0,REC00000090,2025-01-24 17:19:25,Sold POS-PROD0006 via REC00000090
IMV00000411,POS-PROD0015,POS003,Return,2.0,RTN0022,2025-01-24 21:37:25,Customer return POS-PROD0015
IMV00000412,POS-PROD0001,POS001,Sale,-1.0,REC00000090,2025-01-24 17:19:25,Sold POS-PROD0001 via REC00000090
IMV00000413,POS-PROD0020,POS001,Sale,-2.0,REC00000090,2025-01-24 17:19:25,Sold POS-PROD0020 via REC00000090
IMV00000414,POS-PROD0006,POS002,Stock In,90.0,PO0084,2025-01-24 17:57:25,New stock delivery for POS-PROD0006
IMV00000415,POS-PROD0020,POS002,Sale,-1.0,REC00000091,2025-07-22 08:28:33,Sold POS-PROD0020 via REC00000091
IMV00000416,POS-PROD0003,POS003,Sale,-2.0,REC00000092,2025-08-24 20:13:04,Sold POS-PROD0003 via REC00000092
IMV00000417,POS-PROD0004,POS002,Adjustment,-4.0,ADJ0018,2025-08-25 18:29:04,Stock adjustment of POS-PROD0004
IMV00000418,POS-PROD0016,POS003,Stock In,50.0,PO0085,2025-08-26 12:01:04,New stock delivery for POS-PROD0016
IMV00000419,POS-PROD0014,POS002,Stock In,80.0,PO0086,2025-08-26 20:30:04,New stock delivery for POS-PROD0014
IMV00000420,POS-PROD0007,POS003,Sale,-1.0,REC00000092,2025-08-24 20:13:04,Sold POS-PROD0007 via REC00000092
IMV00000421,POS-PROD0016,POS003,Sale,-1.0,REC00000092,2025-08-24 20:13:04,Sold POS-PROD0016 via REC00000092
IMV00000422,POS-PROD0001,POS003,Sale,-2.0,REC00000092,2025-08-24 20:13:04,Sold POS-PROD0001 via REC00000092
IMV00000423,POS-PROD0008,POS003,Sale,-3.0,REC00000092,2025-08-24 20:13:04,Sold POS-PROD0008 via REC00000092
